41040,38.651666, -84.331305
41041,38.407395, -83.720679
41042,39.000968, -84.651005
41043,38.761688, -84.204950
41044,38.610431, -83.972434
41045,38.717979, -85.035298
41046,38.717378, -84.803336
41048,39.098849, -84.706329
41049,38.268994, -83.639781
41051,38.935301, -84.550099
41052,38.677987, -84.768518
41055,38.525392, -83.866465
41056,38.594938, -83.778131
41059,39.013395, -84.351380
41062,38.704010, -83.922840
41063,38.846530, -84.495123
41064,38.513826, -84.063757
41071,39.071805, -84.485118
41073,39.101364, -84.478768
41074,39.110589, -84.462457
41075,39.081974, -84.453172
41076,39.013248, -84.453845
41080,39.054690, -84.824178
41083,38.666019, -84.967460
41085,39.036410, -84.393332
41086,38.689205, -84.871440
41091,38.910267, -84.736327
41092,38.815614, -84.688213
41093,38.387403, -83.558464
41094,38.882754, -84.624108
41095,38.773687, -84.747466
41097,38.621179, -84.581444
41098,38.586870, -85.008171
41099,39.035893, -84.468189
41101,38.473824, -82.647933
41102,38.427628, -82.730185
41121,38.439405, -82.833674
41124,38.064834, -82.869317
41129,38.320926, -82.656257
41132,38.272196, -82.812826
41135,38.344292, -83.301983
41139,38.514154, -82.726618
41141,38.556381, -83.159390
41142,38.277676, -83.073053
41143,38.334906, -82.975412
41144,38.540797, -82.942517
41146,38.279178, -82.896024
41149,38.098722, -83.076951
41159,38.010408, -82.975082
41164,38.288404, -83.157200
41166,38.637199, -83.093646
41168,38.306990, -82.751009
41169,38.535531, -82.737890
41171,38.088855, -83.106253
41174,38.706271, -83.007077
41175,38.648866, -82.972077
41179,38.552152, -83.376774
41180,38.150427, -82.884153
41183,38.553369, -82.737832
41189,38.547639, -83.562888
41201,38.074457, -82.738302
41203,37.840686, -82.459831
41204,37.829542, -82.672333
41214,37.801542, -82.627616
41216,37.732570, -82.803368
41219,37.926112, -82.905328
41222,37.755891, -82.858454
41224,37.805185, -82.545554
41226,37.981129, -82.952213
41230,38.043795, -82.672757
41231,37.813549, -82.406876
41232,37.941018, -82.729719
41234,37.790227, -82.741933
41238,37.846230, -82.961186
41240,37.823975, -82.796579
41250,37.715480, -82.455836
41254,37.887302, -82.715298
41255,37.904275, -82.832852
41256,37.840093, -82.896758
41257,37.918649, -82.794923
41260,37.825569, -82.752785
41262,37.845096, -82.630093
41263,37.856896, -82.752180
41264,37.924909, -82.681455
41265,37.748183, -82.707253
41267,37.878243, -82.441004
41268,37.788452, -82.785270
41271,37.822449, -82.723584
41274,37.864160, -82.810705
41301,37.728702, -83.492318
41311,37.583220, -83.710711
41314,37.425581, -83.640207
41317,37.445675, -83.153193
41332,37.800749, -83.389224
41339,37.506632, -83.283040
41348,37.409385, -83.301027
41352,37.822932, -83.330290
41360,37.801388, -83.614611
41365,37.706784, -83.628873
41366,37.595031, -83.217780
41367,37.415013, -83.227817
41385,37.663797, -83.314770
41390,37.409329, -83.376933
41397,37.689048, -83.673356
41408,37.778659, -83.284967
41421,37.992047, -83.197126
41425,37.888882, -83.393015
41464,37.658413, -82.952856
41465,37.706222, -83.095290
41472,37.943335, -83.248930
41501,37.514355, -82.508901
41503,37.664367, -82.287483
41512,37.253716, -82.476077
41513,37.344090, -82.343977
41514,37.668918, -82.318529
41517,37.195399, -82.578638
41519,37.584041, -82.321566
41522,37.297190, -82.389386
41524,37.417963, -82.231061
41526,37.433375, -82.510864
41527,37.632121, -82.289018
41528,37.548983, -82.139905
41531,37.592806, -82.232756
41534,37.277524, -82.476578
41535,37.596357, -82.279670
41537,37.222622, -82.613734
41538,37.315580, -82.590072
41539,37.506832, -82.327132
41540,37.390941, -82.334873
41543,37.547898, -82.285498
41544,37.593903, -82.174090
41547,37.536055, -82.090741
41548,37.403075, -82.271225
41553,37.477138, -82.163613
41554,37.436460, -82.289063
41555,37.538033, -82.258488
41557,37.486031, -82.410913
41558,37.538580, -82.209218
41559,37.374432, -82.383096
41560,37.395551, -82.578344
41562,37.398708, -82.463613
41563,37.232192, -82.536634
41564,37.607614, -82.364813
41566,37.403386, -82.201444
41567,37.575019, -82.283322
41568,37.492040, -82.097836
41571,37.627536, -82.435568
41572,37.313498, -82.643578
41601,37.600075, -82.721790
41602,37.745810, -82.754423
41603,37.570574, -82.704312
41604,37.383503, -82.660731
41605,37.550134, -82.624611
41606,37.336906, -82.734258
41607,37.625066, -82.856899
41612,37.354326, -82.723004
41615,37.537440, -82.692539
41616,37.561928, -82.879427
41619,37.479335, -82.733485
41621,37.626661, -82.731292
41622,37.522691, -82.816952
41630,37.467734, -82.798786
41631,37.473520, -82.655341
41632,37.564932, -82.951718
41635,37.484500, -82.626118
41636,37.399286, -82.731644
41640,37.475597, -83.009273
41642,37.592155, -82.648621
41643,37.460203, -82.832233
41645,37.523824, -82.795306
41647,37.442268, -82.717674
41649,37.570994, -82.776686
41650,37.354509, -82.683267
41653,37.654691, -82.757956
41655,37.507237, -82.735644
41659,37.579592, -82.621925
41660,37.414098, -82.631727
41663,37.565233, -82.659112
41666,37.439031, -82.807592
41667,37.308121, -82.694617
41669,37.331634, -82.715525
41701,37.292280, -83.189788
41712,37.363727, -83.127097
41713,37.219388, -83.276435
41714,37.143481, -83.516890
41719,37.306432, -83.258132
41721,37.309110, -83.473327
41722,37.369184, -83.115979
41723,37.264853, -83.310720
41725,37.339144, -83.035062
41727,37.377305, -83.278803
41729,37.264762, -83.215612
41731,37.094053, -83.079451
41735,37.015010, -83.102899
41739,37.330369, -83.118657
41740,37.364399, -83.072515
41745,37.340210, -83.433003
41746,37.213919, -83.090373
41749,37.205001, -83.448725
41751,37.210779, -83.138459
